0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
0.02,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0.02,1,0.02,0.02,1,0
